1.226364411345125943e-01,-1.119512737340256775e-01,8.892995426417607541e-02,1.878160045210284790e-01,1.578646935839026488e-01,1.696453608117479139e-01,-2.060455397297965979e-02,1.811179035016341476e-01,-4.168855512743919328e-02,-1.916780840054295165e-01,-1.664392689219911653e-02,-2.480565341368425047e-01,8.028886501654303176e-02,-5.255131802225054827e-02,-1.517669231592800871e-01,6.388654367342236351e-02,-6.317461741243573375e-03,-1.361949015395887419e-01,1.378464030403831753e-01,-3.321688801714965666e-02,2.676594847836803823e-03,-2.556099131749543438e-02,1.908688563305674102e-01,-1.402361520739967005e-01,1.152778838174775208e-02,-7.510679754871554814e-02,-5.250272709387885511e-02,2.159650170674864422e-01,2.169092026832083187e-01,-1.635933611019644573e-01,1.445685780678813981e-01,-1.510184781749008762e-02,-1.269618806080048401e-01,-7.064961610767345190e-02,1.131757567764527100e-01,-1.021433963125425309e-01,-6.222762538290225326e-02,4.018026489191393186e-02,1.161267361429366152e-01,5.234211190162233081e-03,2.109971413509154764e-02,2.712927152487267651e-02,-7.495954748216177022e-02,-5.091569495823136671e-02,-3.421130582908563783e-02,-1.943842467371621752e-01,-7.305526051367036700e-02,-6.685390737602805999e-02,-1.242077495868018910e-01,2.175680092811291821e-01
1.812622010175141130e-02,-6.012741572514350430e-02,9.097019214482839067e-02,1.981056906739487589e-01,1.167598156363879314e-01,9.852185065798785280e-02,-2.636583525945998194e-02,1.709631498271405037e-01,-2.066720978830383429e-02,-1.349454800243259089e-01,-4.336081856949003388e-02,-2.290567730552733605e-01,9.375136016402139949e-02,-5.480849591431398438e-02,-1.254077998912037917e-01,6.887973838011908490e-02,2.151850930961883221e-02,-1.161956173190446251e-01,8.169297080818810342e-02,-7.998923331323144065e-03,3.530750414904284401e-02,-6.359949740826695286e-02,1.453189676975871203e-01,-1.533323220834469647e-01,5.845589827066386551e-02,-8.822248693152130727e-02,1.605405577603720088e-02,1.866337823274355490e-01,1.497236190577607706e-01,-1.807946726418207806e-01,9.668917839587758134e-02,2.382763738124901720e-02,-3.998707635070698069e-02,-4.634813602228842616e-02,7.021516970577036665e-02,-1.291768476095515317e-01,-7.788195929253062533e-02,1.568571604424982141e-02,1.049420997231552272e-01,7.053930714096483257e-02,-5.649979567655275502e-03,5.175772022594707367e-02,-4.857559190283384370e-02,-1.204907819400704086e-02,-8.735971269684879303e-02,-1.181134202201623573e-01,-4.027783776699775387e-02,-4.774161531256668201e-02,-1.515567626315671990e-01,1.273021956322003267e-01
9.713673199473182862e-02,-1.570325950578140284e-01,-8.881938437576007359e-03,2.335131226205061361e-01,1.532012636651757798e-01,1.324393827773757970e-01,6.262486864765939854e-02,2.573571356166247104e-01,-1.230258788536422593e-01,-7.476808060250797472e-02,2.978043606677664712e-02,-1.781471108174500495e-01,-7.241165970035191857e-02,-1.472260221481475895e-01,5.452613611428164947e-02,-3.292615043555376375e-01,-7.029607291343548114e-02,-7.647729478042726570e-02,3.059688916487467436e-01,-9.665475043729886140e-02,5.860835761164621960e-02,-1.142963771206054469e-01,2.759497583118821762e-01,-2.232740173011706353e-01,-1.818351327688721986e-01,-5.875336084055345076e-02,-2.184697533359148715e-03,1.206922051174359606e-01,3.057675808842579834e-01,1.213312006278940980e-01,1.418465554651655580e-01,-3.778404045109097498e-02,5.383991876190464404e-02,-9.814250035832597363e-02,-1.545224554139767725e-01,-5.078823327222721506e-02,8.614843237982926227e-02,-3.021920244021020219e-01,3.385754092650486435e-01,-1.840960702861844378e-01,-1.384764795175561780e-01,1.616363213256010456e-01,-7.458298645550996697e-02,7.244176844709898644e-02,-1.311143911756932623e-01,-1.114972226109871983e-01,-2.078881690358944379e-01,-7.962594868829449279e-02,1.036055520967761080e-02,2.523958634842847215e-01
1.378248160056737837e-01,-1.484841433748901596e-01,1.184416945032029482e-02,1.816426162429573277e-01,1.365583151089853342e-01,1.622201607369624932e-01,4.193441175321732661e-02,2.050608443082146681e-01,-8.793277976909781579e-02,-1.236541181241778281e-01,2.099555310607768843e-02,-1.726736162199727642e-01,-3.666440789980110471e-02,-9.465345309072681346e-02,-7.787429846938102342e-03,-1.962943137426008122e-01,-6.807384667145527368e-02,-8.986127980661690051e-02,2.260722294045315883e-01,-9.199115704710257579e-02,-4.251075180899173238e-03,-3.963524464317656759e-02,2.271451950663065378e-01,-1.575310503757721969e-01,-1.362565468395082746e-01,-5.224262571049885506e-02,-6.274663376547107152e-02,1.214566942251989745e-01,2.717502845488837804e-01,4.067712171888763356e-02,1.386414288253550453e-01,-5.483594020514884204e-02,-4.293764856176477546e-02,-9.056868553185051796e-02,-3.866961235601475144e-02,-4.886355842808748351e-02,3.415039978355348393e-02,-1.581854558863694526e-01,2.371387476827778173e-01,-1.430179854474126488e-01,-6.108207377948557393e-02,9.095320970197325050e-02,-5.330526381255287771e-02,5.338682059991999192e-03,-4.683442316897316188e-02,-1.261668168622292197e-01,-1.569063344271413307e-01,-7.198863504253358303e-02,-9.788212162558112064e-03,2.439852618795167738e-01
1.781223586932016711e-01,-8.542699988721362547e-02,3.219985325319148217e-02,5.425211529257936011e-02,5.684109315462771567e-02,1.647199658640715325e-01,-1.596260584846906361e-02,6.275486171813160485e-02,-2.340120787830953647e-02,-1.570474936633379504e-01,2.644007333302601098e-02,-1.023266044966774230e-01,1.861338473809515462e-02,2.177576919253676815e-02,-1.082848139680887417e-01,1.062396284183786815e-01,-4.481898273048887105e-02,-9.594156406470563669e-02,6.865064067241119505e-02,-8.318077026993653256e-02,-7.897153225724047598e-02,7.036745470513926237e-02,8.392669707456022754e-02,-3.108650950135410929e-02,-3.457009747091017299e-02,-1.226072964942780119e-02,-1.531814332255698186e-01,1.166221821389047675e-01,1.338268908660604772e-01,-1.032329114694805205e-01,1.124420815250307959e-01,-6.339167863377864753e-02,-2.181546057038035169e-01,-7.033501551627922843e-02,1.408973362465799350e-01,-1.247123293360671847e-02,-6.069406482967588945e-02,9.245788693238088385e-02,-5.360901493438977343e-04,-5.332851148739153196e-02,7.909652631383831678e-02,-5.093710780684770900e-02,-1.637255145716249097e-02,-1.202220181148188488e-01,8.999340804117476889e-02,-1.513185542045473730e-01,-3.669976922400210867e-02,-6.157015967605512091e-02,-4.254423146355820057e-02,1.635335290849862511e-01
6.501490523993448678e-02,-5.349362682449689682e-02,8.839934890855227767e-02,1.093261751355609906e-01,8.498349554848406984e-02,9.390633635086738373e-02,-5.012623421096777665e-02,9.333652257906928373e-02,-4.093214242290860519e-03,-1.594434589461155571e-01,-2.644731262677456340e-02,-1.591131989162210547e-01,8.840214734864131063e-02,-8.910369462370455740e-03,-1.545231944798050594e-01,1.361171235896647680e-01,8.220160760992332311e-03,-1.044853128486257221e-01,2.488191476870139918e-02,-2.179943221680291903e-03,-1.217398792613098683e-02,2.432162944215156015e-03,7.974274314741612579e-02,-6.522869493317247358e-02,7.000370198076232009e-02,-5.103267788870190919e-02,-4.692760729964907951e-02,1.468252316245507727e-01,9.744973116007803193e-02,-1.898176727395575192e-01,8.746717320226249370e-02,-1.390081782610933826e-02,-1.337840678108001002e-01,-3.560953139053782412e-02,1.347145369615538879e-01,-8.960487194481198125e-02,-1.099949770130994736e-01,1.082367613295563691e-01,1.446359129069252000e-02,7.049862851439928080e-02,5.683905422578531402e-02,-1.285579979623647194e-02,-3.352753828862860969e-02,-6.928063343841893429e-02,-5.271389126289336216e-03,-1.292752674783706757e-01,-7.310618712658369447e-03,-2.824085341713392788e-02,-1.224047628582908553e-01,1.075583523922406248e-01
1.388359939932211629e-01,-1.449351601036173443e-01,-1.500862238090662319e-02,1.461787605521529809e-01,1.119599919452463205e-01,1.469691571872996649e-01,3.721151149784056311e-02,1.872791045558848122e-01,-1.000620018368544167e-01,-1.020021483170074766e-01,4.790968815440600076e-02,-1.281106776692521598e-01,-7.289381338989807391e-02,-9.622331848366087736e-02,2.910973379601992234e-02,-2.271932090625817802e-01,-8.445550687160899295e-02,-7.068022938128026844e-02,2.372699992662854473e-01,-1.116654905320624280e-01,-1.599151803291578439e-02,-2.875685771893096362e-02,2.042513384609347948e-01,-1.446766069432486590e-01,-1.785410714818138900e-01,-3.636369501675433547e-02,-7.980126319668172374e-02,8.553586972489557461e-02,2.615674354636552956e-01,1.037186649051421716e-01,1.148503174892198109e-01,-6.206364300011207868e-02,-4.441833972321904828e-02,-1.002624588670403272e-01,-8.574887272475822941e-02,-1.840717091689049456e-02,5.383863793786664714e-02,-2.033880017107605742e-01,2.382439835422899832e-01,-1.967853690539599076e-01,-7.557301830390328323e-02,8.614219870934311518e-02,-6.122455481532959598e-02,-3.841752124331739709e-03,-4.111576581453783852e-02,-1.108502886319336772e-01,-1.715981175991920515e-01,-8.869047531063407874e-02,1.630523796690488969e-02,2.285208737349868069e-01
7.560383408396530169e-02,-9.097160232948997560e-02,4.800991248931004395e-03,9.485295888106570761e-02,5.765599050174820273e-02,7.872160993808891005e-02,1.742566010607401322e-02,1.051306602579984845e-01,-6.333641931939636149e-02,-6.474345454739409422e-02,1.784419714550961739e-02,-8.441573108880459642e-02,-2.192200922550934655e-02,-4.801053106118052805e-02,-6.276751843718211300e-03,-1.016739604869878466e-01,-4.931284069992645375e-02,-4.982736234744165882e-02,1.226314641209685641e-01,-5.980603720016877678e-02,-6.616418148700953239e-03,-1.860770327200334320e-02,1.114604991666988537e-01,-7.969588269477004272e-02,-9.011992785132970363e-02,-2.968486930309226224e-02,-3.379694396643214555e-02,5.403661337108804641e-02,1.308423859315193949e-01,2.827516441442002801e-02,7.067807486639055004e-02,-3.490213245351891230e-02,-3.021291156681465626e-02,-6.804768528186683207e-02,-3.027470301186954010e-02,-2.576569863906805896e-02,1.748155575508835227e-02,-9.147325163812898563e-02,1.148667125185552362e-01,-8.609872791973481598e-02,-2.709809910027660002e-02,3.430798676038519790e-02,-3.467495264932703158e-02,-1.461040780109866717e-02,-3.259662704301701658e-02,-7.459769666944900124e-02,-8.466718657899796607e-02,-6.486579963408238558e-02,-1.399773617081550431e-02,1.335343597620417821e-01
1.014787551412845573e-01,-7.091624950116164061e-02,-6.973586275900255094e-02,-7.618494923714301840e-04,-3.577399224003429724e-03,7.527419572281077165e-02,5.087499133965733833e-02,3.000972828651345126e-02,-6.252489468837443831e-02,1.980693134116007573e-02,6.858175492830646813e-02,4.457837416938544711e-02,-1.102353348028070057e-01,-1.916581112922483357e-02,1.002837562243216740e-01,-1.753927769125565306e-01,-7.645933950242478350e-02,1.362150582928007593e-02,1.374812021360141134e-01,-7.291625611430070653e-02,-3.792721330322344764e-02,2.845332133575433770e-02,6.379588217005190132e-02,-1.384366719796500077e-02,-1.538488483095144521e-01,2.924295109548301005e-02,-6.951977158651749533e-02,-4.149068836803382343e-02,9.792009114218598598e-02,1.537199743181477951e-01,3.141222644562127048e-02,-6.968304170190661728e-02,-1.572924959998292863e-02,-4.963804371072984278e-02,-8.694382512898092552e-02,6.447906262474649430e-02,8.109754970648368200e-02,-1.309773125975760566e-01,8.893694696608990535e-02,-1.785220911732633142e-01,-5.210675651455855262e-02,2.407427239848072484e-02,-6.352321733540068280e-03,-1.194221639160372717e-02,2.365206950853344925e-02,-2.210827279131505341e-02,-9.730066362792698376e-02,-4.356567811038775107e-02,1.128056339376499045e-01,9.390040321775353083e-02
2.351292886477000105e-02,-3.286570235957275016e-02,-6.712296599496445082e-02,1.525793559594496723e-02,4.884011288625695994e-03,3.337147315460132786e-03,4.758016259397875730e-02,3.662039641539922147e-02,-6.659988343610374895e-02,4.426306659571506430e-02,3.756756596083387495e-02,4.336558898869221496e-02,-9.102282454221637120e-02,-6.466236075568443376e-02,1.171065314417114450e-01,-2.079631974957271145e-01,-4.078491843335050465e-02,3.137433197230819065e-02,1.054968514150901315e-01,-4.998234161308796192e-02,1.042341047521540623e-02,-1.828954687730591916e-02,4.341884900201551517e-02,-2.111190651096788926e-02,-1.300373737600425128e-01,2.251347760980807258e-02,2.136287514277530018e-03,-5.273771257589350558e-02,5.436704817877677925e-02,1.483741839895048042e-01,-1.867330468453329458e-03,-2.573240105959202426e-02,6.554236914241855227e-02,-1.659967085094070718e-02,-1.355449141608515429e-01,4.119468848477666340e-02,9.740418800326397508e-02,-1.704599425979585747e-01,1.133771881420860272e-01,-1.248948144860198284e-01,-9.343406468999471137e-02,7.337060990095717328e-02,-5.959778753050325867e-03,5.833028196258335102e-02,-2.258327234193708774e-02,3.487195369427436437e-02,-8.796747068978436057e-02,-3.216900479220863307e-02,9.486977933058761414e-02,3.702217802405000091e-02
